Profile,,,wipe_tower_extruder,Wipe tower extruder,coInt,The extruder to use when printing perimeter of the wipe tower. Set to 0 to use the one that is available (non-soluble would be preferred).,Deleted
Build Time : 2024-11-21 at 09:25:32 UTC,Commit :7d94698f40f53400c7a7b4b22e638e3a09ee0660,,,,,,,
Field,Main Group,Sub Group,Key,Name,Type,Description,Change Info,
Profile,Quality,Overhangs,overhang_reverse_threshold,Reverse threshold,coFloatOrPercent,Number of mm the overhang need to be for the reversal to be considered useful. Can be a % of the perimeter width.;Value 0 enables reversal on every odd layers regardless.,Unchanged,
Profile,Quality,Precision,elefant_foot_compensation,Elephant foot compensation,coFloat,Shrink the initial layer on build plate to compensate for elephant foot effect,Unchanged,
Profile,Quality,Precision,elefant_foot_compensation_layers,Elephant foot compensation layers,coInt,The number of layers on which the elephant foot compensation will be active. The first layer will be shrunk by the elephant foot compensation value; then the next layers will be linearly shrunk less; up to the layer indicated by this value.,Unchanged,
Profile,Quality,Precision,enable_arc_fitting,Arc fitting,coBool,Enable this to get a G-code file which has G2 and G3 moves. The fitting tolerance is same as the resolution. ;;Note: For klipper machines; this option is recomended to be disabled. Klipper does not benefit from arc commands as these are split again into line segments by the firmware. This results in a reduction in surface quality as line segments are converted to arcs by the slicer and then back to line segments by the firmware.,Unchanged,
Profile,Quality,Precision,hole_to_polyhole,Convert holes to polyholes,coBool,Search for almost-circular holes that span more than one layer and convert the geometry to polyholes. Use the nozzle size and the (biggest) diameter to compute the polyhole.;See http://hydraraptor.blogspot.com/2011/02/polyholes.html,Unchanged,
Profile,Quality,Precision,hole_to_polyhole_threshold,Polyhole detection margin,coFloatOrPercent,Maximum defection of a point to the estimated radius of the circle.;As cylinders are often exported as triangles of varying size; points may not be on the circle circumference. This setting allows you some leway to broaden the detection.;In mm or in % of the radius.,Unchanged,
Profile,Quality,Precision,hole_to_polyhole_twisted,Polyhole twist,coBool,Rotate the polyhole every layer.,Unchanged,
Profile,Quality,Precision,precise_outer_wall,Precise wall,coBool,Improve shell precision by adjusting outer wall spacing. This also improves layer consistency.;Note: This setting will only take effect if the wall sequence is configured to Inner-Outer,Unchanged,
Profile,Quality,Precision,precise_z_height,Precise Z height,coBool,Enable this to get precise z height of object after slicing. It will get the precise object height by fine-tuning the layer heights of the last few layers. Note that this is an experimental parameter.,Added,
Profile,Quality,Precision,resolution,Resolution,coFloat,G-code path is genereated after simplifing the contour of model to avoid too much points and gcode lines in gcode file. Smaller value means higher resolution and more time to slice,Unchanged,
Profile,Quality,Precision,slice_closing_radius,Slice gap closing radius,coFloat,Cracks smaller than 2x gap closing radius are being filled during the triangle mesh slicing. The gap closing operation may reduce the final print resolution; therefore it is advisable to keep the value reasonably low.,Unchanged,
Profile,Quality,Precision,xy_contour_compensation,X-Y contour compensation,coFloat,Contour of object will be grown or shrunk in XY plane by the configured value. Positive value makes contour bigger. Negative value makes contour smaller. This function is used to adjust size slightly when the object has assembling issue,Unchanged,
Profile,Quality,Precision,xy_hole_compensation,X-Y hole compensation,coFloat,Holes of object will be grown or shrunk in XY plane by the configured value. Positive value makes holes bigger. Negative value makes holes smaller. This function is used to adjust size slightly when the object has assembling issue,Unchanged,
Profile,Quality,Seam,role_based_wipe_speed,Role base wipe speed,coBool,The wipe speed is determined by the speed of the current extrusion role.e.g. if a wipe action is executed immediately following an outer wall extrusion; the speed of the outer wall extrusion will be utilized for the wipe action.,Unchanged,
Profile,Quality,Seam,scarf_angle_threshold,Conditional angle threshold,coInt,This option sets the threshold angle for applying a conditional scarf joint seam.;If the maximum angle within the perimeter loop exceeds this value (indicating the absence of sharp corners); a scarf joint seam will be used. The default value is 155°.,Unchanged,
Profile,Quality,Seam,scarf_joint_flow_ratio,Scarf joint flow ratio,coFloat,This factor affects the amount of material for scarf joints.,Unchanged,
Profile,Quality,Seam,scarf_joint_speed,Scarf joint speed,coFloatOrPercent,This option sets the printing speed for scarf joints. It is recommended to print scarf joints at a slow speed (less than 100 mm/s).  It's also advisable to enable 'Extrusion rate smoothing' if the set speed varies significantly from the speed of the outer or inner walls. If the speed specified here is higher than the speed of the outer or inner walls; the printer will default to the slower of the two speeds. When specified as a percentage (e.g.; 80%); the speed is calculated based on the respective outer or inner wall speed. The default value is set to 100%.,Unchanged,
Profile,Quality,Seam,scarf_overhang_threshold,Conditional overhang threshold,coPercent,This option determines the overhang threshold for the application of scarf joint seams. If the unsupported portion of the perimeter is less than this threshold; scarf joint seams will be applied. The default threshold is set at 40% of the external wall's width. Due to performance considerations; the degree of overhang is estimated.,Unchanged,
Profile,Quality,Seam,seam_gap,Seam gap,coFloatOrPercent,In order to reduce the visibility of the seam in a closed loop extrusion; the loop is interrupted and shortened by a specified amount.;This amount can be specified in millimeters or as a percentage of the current extruder diameter. The default value for this parameter is 10%.,Unchanged,
Profile,Quality,Seam,seam_position,Seam position,coEnum,The start position to print each part of outer wall,Unchanged,
Profile,Quality,Seam,seam_slope_conditional,Conditional scarf joint,coBool,Apply scarf joints only to smooth perimeters where traditional seams do not conceal the seams at sharp corners effectively.,Unchanged,
Profile,Quality,Seam,seam_slope_entire_loop,Scarf around entire wall,coBool,The scarf extends to the entire length of the wall.,Unchanged,
Profile,Quality,Seam,seam_slope_inner_walls,Scarf joint for inner walls,coBool,Use scarf joint for inner walls as well.,Unchanged,
Profile,Quality,Seam,seam_slope_min_length,Scarf length,coFloat,Length of the scarf. Setting this parameter to zero effectively disables the scarf.,Unchanged,
Profile,Quality,Seam,seam_slope_start_height,Scarf start height,coFloatOrPercent,Start height of the scarf.;This amount can be specified in millimeters or as a percentage of the current layer height. The default value for this parameter is 0.,Unchanged,
Profile,Quality,Seam,seam_slope_steps,Scarf steps,coInt,Minimum number of segments of each scarf.,Unchanged,
Profile,Quality,Seam,seam_slope_type,Scarf joint seam (beta),coEnum,Use scarf joint to minimize seam visibility and increase seam strength.,Unchanged,
Profile,Quality,Seam,staggered_inner_seams,Staggered inner seams,coBool,This option causes the inner seams to be shifted backwards based on their depth; forming a zigzag pattern.,Unchanged,
Profile,Quality,Seam,wipe_before_external_loop,Wipe before external loop,coBool,To minimise visibility of potential overextrusion at the start of an external perimeter when printing with Outer/Inner or Inner/Outer/Inner wall print order; the deretraction is performed slightly on the inside from the start of the external perimeter. That way any potential over extrusion is hidden from the outside surface. ;;This is useful when printing with Outer/Inner or Inner/Outer/Inner wall print order as in these modes it is more likely an external perimeter is printed immediately after a deretraction move.,Unchanged,
Profile,Quality,Seam,wipe_on_loops,Wipe on loops,coBool,To minimize the visibility of the seam in a closed loop extrusion; a small inward movement is executed before the extruder leaves the loop.,Unchanged,
Profile,Quality,Seam,wipe_speed,Wipe speed,coFloatOrPercent,The wipe speed is determined by the speed setting specified in this configuration.If the value is expressed as a percentage (e.g. 80%); it will be calculated based on the travel speed setting above.The default value for this parameter is 80%,Unchanged,
Profile,Quality,Wall generator,initial_layer_min_bead_width,First layer minimum wall width,coPercent,The minimum wall width that should be used for the first layer is recommended to be set to the same size as the nozzle. This adjustment is expected to enhance adhesion.,Unchanged,
Profile,Quality,Wall generator,min_bead_width,Minimum wall width,coPercent,Width of the wall that will replace thin features (according to the Minimum feature size) of the model. If the Minimum wall width is thinner than the thickness of the feature; the wall will become as thick as the feature itself. It's expressed as a percentage over nozzle diameter,Unchanged,
Profile,Quality,Wall generator,min_feature_size,Minimum feature size,coPercent,Minimum thickness of thin features. Model features that are thinner than this value will not be printed; while features thicker than the Minimum feature size will be widened to the Minimum wall width. It's expressed as a percentage over nozzle diameter,Unchanged,
Profile,Quality,Wall generator,min_length_factor,Minimum wall length,coFloat,Adjust this value to prevent short; unclosed walls from being printed; which could increase print time. Higher values remove more and longer walls.;;NOTE: Bottom and top surfaces will not be affected by this value to prevent visual gaps on the ouside of the model. Adjust 'One wall threshold' in the Advanced settings below to adjust the sensitivity of what is considered a top-surface. 'One wall threshold' is only visibile if this setting is set above the default value of 0.5; or if single-wall top surfaces is enabled.,Unchanged,
Profile,Quality,Wall generator,wall_distribution_count,Wall distribution count,coInt,The number of walls; counted from the center; over which the variation needs to be spread. Lower values mean that the outer walls don't change in width,Unchanged,
Profile,Quality,Wall generator,wall_generator,Wall generator,coEnum,Classic wall generator produces walls with constant extrusion width and for very thin areas is used gap-fill. Arachne engine produces walls with variable extrusion width,Unchanged,
Profile,Quality,Wall generator,wall_transition_angle,Wall transitioning threshold angle,coFloat,When to create transitions between even and odd numbers of walls. A wedge shape with an angle greater than this setting will not have transitions and no walls will be printed in the center to fill the remaining space. Reducing this setting reduces the number and length of these center walls; but may leave gaps or overextrude,Unchanged,
Profile,Quality,Wall generator,wall_transition_filter_deviation,Wall transitioning filter margin,coPercent,Prevent transitioning back and forth between one extra wall and one less. This margin extends the range of extrusion widths which follow to [Minimum wall width - margin; 2 * Minimum wall width + margin]. Increasing this margin reduces the number of transitions; which reduces the number of extrusion starts/stops and travel time. However; large extrusion width variation can lead to under- or overextrusion problems. It's expressed as a percentage over nozzle diameter,Unchanged,
Profile,Quality,Wall generator,wall_transition_length,Wall transition length,coPercent,When transitioning between different numbers of walls as the part becomes thinner; a certain amount of space is allotted to split or join the wall segments. It's expressed as a percentage over nozzle diameter,Unchanged,
Profile,Quality,Walls and surfaces,bottom_solid_infill_flow_ratio,Bottom surface flow ratio,coFloat,This factor affects the amount of material for bottom solid infill,Unchanged,
Profile,Quality,Walls and surfaces,is_infill_first,Print infill first,coBool,Order of wall/infill. When the tickbox is unchecked the walls are printed first; which works best in most cases.;;Printing infill first may help with extreme overhangs as the walls have the neighbouring infill to adhere to. However; the infill will slighly push out the printed walls where it is attached to them; resulting in a worse external surface finish. It can also cause the infill to shine through the external surfaces of the part.,Unchanged,
Profile,Quality,Walls and surfaces,max_travel_detour_distance,Avoid crossing wall - Max detour length,coFloatOrPercent,Maximum detour distance for avoiding crossing wall. Don't detour if the detour distance is large than this value. Detour length could be specified either as an absolute value or as percentage (for example 50%) of a direct travel path. Zero to disable,Unchanged,
Profile,Quality,Walls and surfaces,min_width_top_surface,One wall threshold,coFloatOrPercent,If a top surface has to be printed and it's partially covered by another layer; it won't be considered at a top layer where its width is below this value. This can be useful to not let the 'one perimeter on top' trigger on surface that should be covered only by perimeters. This value can be a mm or a % of the perimeter extrusion width.;Warning: If enabled; artifacts can be created if you have some thin features on the next layer; like letters. Set this setting to 0 to remove these artifacts.,Unchanged,
Profile,Quality,Walls and surfaces,only_one_wall_first_layer,Only one wall on first layer,coBool,Use only one wall on first layer; to give more space to the bottom infill pattern,Unchanged,
Profile,Quality,Walls and surfaces,only_one_wall_top,Only one wall on top surfaces,coBool,Use only one wall on flat top surface; to give more space to the top infill pattern,Unchanged,
Profile,Quality,Walls and surfaces,print_flow_ratio,Flow ratio,coFloat,The material may have volumetric change after switching between molten state and crystalline state. This setting changes all extrusion flow of this filament in gcode proportionally. Recommended value range is between 0.95 and 1.05. Maybe you can tune this value to get nice flat surface when there has slight overflow or underflow,Unchanged,
Profile,Quality,Walls and surfaces,reduce_crossing_wall,Avoid crossing wall,coBool,Detour and avoid to travel across wall which may cause blob on surface,Unchanged,
Profile,Quality,Walls and surfaces,small_area_infill_flow_compensation,Small area flow compensation (beta),coBool,Enable flow compensation for small infill areas,Unchanged,
Profile,Quality,Walls and surfaces,small_area_infill_flow_compensation_model,Flow Compensation Model,coStrings,"Flow Compensation Model; used to adjust the flow for small infill areas. The model is expressed as a comma separated pair of values for extrusion length and flow correction factors; one per line; in the following format: ""1.234;5.678""",Unchanged,
Profile,Quality,Walls and surfaces,top_solid_infill_flow_ratio,Top surface flow ratio,coFloat,This factor affects the amount of material for top solid infill. You can decrease it slightly to have smooth surface finish,Unchanged,
Profile,Quality,Walls and surfaces,wall_direction,Wall loop direction,coEnum,The direction which the wall loops are extruded when looking down from the top.;;By default all walls are extruded in counter-clockwise; unless Reverse on odd is enabled. Set this to any option other than Auto will force the wall direction regardless of the Reverse on odd.;;This option will be disabled if sprial vase mode is enabled.,Unchanged,
Profile,Quality,Walls and surfaces,wall_sequence,Walls printing order,coEnum,Print sequence of the internal (inner) and external (outer) walls. ;;Use Inner/Outer for best overhangs. This is because the overhanging walls can adhere to a neighouring perimeter while printing. However; this option results in slightly reduced surface quality as the external perimeter is deformed by being squashed to the internal perimeter.;;Use Inner/Outer/Inner for the best external surface finish and dimensional accuracy as the external wall is printed undisturbed from an internal perimeter. However; overhang performance will reduce as there is no internal perimeter to print the external wall against. This option requires a minimum of 3 walls to be effective as it prints the internal walls from the 3rd perimeter onwards first; then the external perimeter and; finally; the first internal perimeter. This option is recomended against the Outer/Inner option in most cases. ;;Use Outer/Inner for the same external wall quality and dimensional accuracy benefits of Inner/Outer/Inner option. However; the z seams will appear less consistent as the first extrusion of a new layer starts on a visible surface.;; ,Unchanged,
Profile,Speed,Acceleration,accel_to_decel_enable,Enable accel_to_decel,coBool,Klipper's max_accel_to_decel will be adjusted automatically,Unchanged,
Profile,Speed,Acceleration,accel_to_decel_factor,accel_to_decel,coPercent,Klipper's max_accel_to_decel will be adjusted to this %% of acceleration,Unchanged,
Profile,Speed,Acceleration,bridge_acceleration,Bridge,coFloatOrPercent,Acceleration of bridges. If the value is expressed as a percentage (e.g. 50%); it will be calculated based on the outer wall acceleration.,Unchanged,
Profile,Speed,Acceleration,default_acceleration,Normal printing,coFloat,The default acceleration of both normal printing and travel except initial layer,Unchanged,
Profile,Speed,Acceleration,initial_layer_acceleration,Initial layer,coFloat,Acceleration of initial layer. Using a lower value can improve build plate adhesive,Unchanged,
Profile,Speed,Acceleration,inner_wall_acceleration,Inner wall,coFloat,Acceleration of inner walls,Unchanged,
Profile,Speed,Acceleration,internal_solid_infill_acceleration,Internal solid infill,coFloatOrPercent,Acceleration of internal solid infill. If the value is expressed as a percentage (e.g. 100%); it will be calculated based on the default acceleration.,Unchanged,
Profile,Speed,Acceleration,outer_wall_acceleration,Outer wall,coFloat,Acceleration of outer wall. Using a lower value can improve quality,Unchanged,
Profile,Speed,Acceleration,sparse_infill_acceleration,Sparse infill,coFloatOrPercent,Acceleration of sparse infill. If the value is expressed as a percentage (e.g. 100%); it will be calculated based on the default acceleration.,Unchanged,
Profile,Speed,Acceleration,top_surface_acceleration,Top surface,coFloat,Acceleration of top surface infill. Using a lower value may improve top surface quality,Unchanged,
Profile,Speed,Acceleration,travel_acceleration,Travel,coFloat,Acceleration of travel moves,Unchanged,
Profile,Speed,Advanced,acceleration_limit_mess,Weight limit speed and acceleration,coString,Weight limit speed and acceleration,Unchanged,
Profile,Speed,Advanced,acceleration_limit_mess_enable,Weight limit speed and acceleration Enable,coBool,Weight limit speed and acceleration Enable,Unchanged,
Profile,Speed,Advanced,max_volumetric_extrusion_rate_slope,Extrusion rate smoothing,coFloat,This parameter smooths out sudden extrusion rate changes that happen when the printer transitions from printing a high flow (high speed/larger width) extrusion to a lower flow (lower speed/smaller width) extrusion and vice versa.;;It defines the maximum rate by which the extruded volumetric flow in mm3/sec can change over time. Higher values mean higher extrusion rate changes are allowed; resulting in faster speed transitions.;;A value of 0 disables the feature. ;;For a high speed; high flow direct drive printer (like the Bambu lab or Voron) this value is usually not needed. However it can provide some marginal benefit in certain cases where feature speeds vary greatly. For example; when there are aggressive slowdowns due to overhangs. In these cases a high value of around 300-350mm3/s2 is recommended as this allows for just enough smoothing to assist pressure advance achieve a smoother flow transition.;;For slower printers without pressure advance; the value should be set much lower. A value of 10-15mm3/s2 is a good starting point for direct drive extruders and 5-10mm3/s2 for Bowden style. ;;This feature is known as Pressure Equalizer in Prusa slicer.;;Note: this parameter disables arc fitting.,Unchanged,
Profile,Speed,Advanced,max_volumetric_extrusion_rate_slope_segment_length,Smoothing segment length,coInt,A lower value results in smoother extrusion rate transitions. However; this results in a significantly larger gcode file and more instructions for the printer to process. ;;Default value of 3 works well for most cases. If your printer is stuttering; increase this value to reduce the number of adjustments made;;Allowed values: 1-5,Unchanged,
Profile,Speed,Advanced,speed_limit_to_height,Height limit speed and acceleration,coString,Height limit speed and acceleration,Unchanged,
Profile,Speed,Advanced,speed_limit_to_height_enable,Height limit speed and acceleration Enable,coBool,Height limit speed and acceleration Enable,Unchanged,
Profile,Speed,Initial layer speed,initial_layer_infill_speed,Initial layer infill,coFloat,Speed of solid infill part of initial layer,Unchanged,
Profile,Speed,Initial layer speed,initial_layer_speed,Initial layer,coFloat,Speed of initial layer except the solid infill part,Unchanged,
Profile,Speed,Initial layer speed,initial_layer_travel_speed,Initial layer travel speed,coFloatOrPercent,Travel speed of initial layer,Unchanged,
Profile,Speed,Initial layer speed,slow_down_layers,Number of slow layers,coInt,The first few layers are printed slower than normal. The speed is gradually increased in a linear fashion over the specified number of layers.,Unchanged,
Profile,Speed,Jerk(XY),default_jerk,Default,coFloat,Default,Unchanged,
Profile,Speed,Jerk(XY),infill_jerk,Infill,coFloat,Jerk for infill,Unchanged,
Profile,Speed,Jerk(XY),initial_layer_jerk,Initial layer,coFloat,Jerk for initial layer,Unchanged,
Profile,Speed,Jerk(XY),inner_wall_jerk,Inner wall,coFloat,Jerk of inner walls,Unchanged,
Profile,Speed,Jerk(XY),outer_wall_jerk,Outer wall,coFloat,Jerk of outer walls,Unchanged,
Profile,Speed,Jerk(XY),top_surface_jerk,Top surface,coFloat,Jerk for top surface,Unchanged,
Profile,Speed,Jerk(XY),travel_jerk,Travel,coFloat,Jerk for travel,Unchanged,
Profile,Speed,Other layers speed,gap_infill_speed,Gap infill,coFloat,Speed of gap infill. Gap usually has irregular line width and should be printed more slowly,Unchanged,
Profile,Speed,Other layers speed,inner_wall_speed,Inner wall,coFloat,Speed of inner wall,Unchanged,
Profile,Speed,Other layers speed,internal_solid_infill_speed,Internal solid infill,coFloat,Speed of internal solid infill; not the top and bottom surface,Unchanged,
Profile,Speed,Other layers speed,outer_wall_speed,Outer wall,coFloat,Speed of outer wall which is outermost and visible. It's used to be slower than inner wall speed to get better quality.,Unchanged,
Profile,Speed,Other layers speed,small_perimeter_speed,Small perimeters,coFloatOrPercent,This separate setting will affect the speed of perimeters having radius <= small_perimeter_threshold (usually holes). If expressed as percentage (for example: 80%) it will be calculated on the outer wall speed setting above. Set to zero for auto.,Unchanged,
Profile,Speed,Other layers speed,small_perimeter_threshold,Small perimeters threshold,coFloat,This sets the threshold for small perimeter length. Default threshold is 0mm,Unchanged,
Profile,Speed,Other layers speed,sparse_infill_speed,Sparse infill,coFloat,Speed of internal sparse infill,Unchanged,
Profile,Speed,Other layers speed,support_interface_speed,Support interface,coFloat,Speed of support interface,Unchanged,
Profile,Speed,Other layers speed,support_speed,Support,coFloat,Speed of support,Unchanged,
Profile,Speed,Other layers speed,top_surface_speed,Top surface,coFloat,Speed of top surface infill which is solid,Unchanged,
Profile,Speed,Overhang speed,bridge_speed,External,coFloat,Speed of bridge and completely overhang wall,Unchanged,
Profile,Speed,Overhang speed,enable_overhang_speed,Slow down for overhang,coBool,Enable this option to slow printing down for different overhang degree,Unchanged,
Profile,Speed,Overhang speed,internal_bridge_speed,Internal,coFloatOrPercent,Speed of internal bridge. If the value is expressed as a percentage; it will be calculated based on the bridge_speed. Default value is 150%.,Unchanged,
Profile,Speed,Overhang speed,overhang_1_4_speed,(10%; 25%),coFloatOrPercent,,Unchanged,
Profile,Speed,Overhang speed,overhang_2_4_speed,[25%; 50%),coFloatOrPercent,,Unchanged,
Profile,Speed,Overhang speed,overhang_3_4_speed,[50%; 75%),coFloatOrPercent,,Unchanged,
Profile,Speed,Overhang speed,overhang_4_4_speed,[75%; 100%),coFloatOrPercent,,Unchanged,
Profile,Speed,Overhang speed,overhang_speed_classic,Classic mode,coBool,Enable this option to use classic mode,Unchanged,
Profile,Speed,Overhang speed,slowdown_for_curled_perimeters,Slow down for curled perimeters,coBool,Enable this option to slow printing down in areas where potential curled perimeters may exist,Unchanged,
Profile,Speed,Travel speed,travel_speed,Travel,coFloat,Speed of travel which is faster and without extrusion,Unchanged,
Profile,Strength,Advanced,bridge_angle,Bridge infill direction,coFloat,Bridging angle override. If left to zero; the bridging angle will be calculated automatically. Otherwise the provided angle will be used for external bridges. Use 180°for zero angle.,Unchanged,
Profile,Strength,Advanced,detect_narrow_internal_solid_infill,Detect narrow internal solid infill,coBool,This option will auto detect narrow internal solid infill area. If enabled; concentric pattern will be used for the area to speed printing up. Otherwise; rectilinear pattern is used defaultly.,Unchanged,
Profile,Strength,Advanced,ensure_vertical_shell_thickness,Ensure vertical shell thickness,coEnum,Add solid infill near sloping surfaces to guarantee the vertical shell thickness (top+bottom solid layers);None: No solid infill will be added anywhere. Caution: Use this option carefully if your model has sloped surfaces;Critical Only: Avoid adding solid infill for walls;Moderate: Add solid infill for heavily sloping surfaces only;All: Add solid infill for all suitable sloping surfaces;Default value is All.,Unchanged,
Profile,Strength,Advanced,infill_combination,Infill combination,coBool,Automatically Combine sparse infill of several layers to print together to reduce time. Wall is still printed with original layer height.,Unchanged,
Profile,Strength,Advanced,infill_direction,Sparse infill direction,coFloat,Angle for sparse infill pattern; which controls the start or main direction of line,Unchanged,
Profile,Strength,Advanced,minimum_sparse_infill_area,Minimum sparse infill threshold,coFloat,Sparse infill area which is smaller than threshold value is replaced by internal solid infill,Unchanged,
Profile,Strength,Advanced,rotate_solid_infill_direction,Rotate solid infill direction,coBool,Rotate the solid infill direction by 90° for each layer.,Added,
Profile,Strength,Advanced,solid_infill_direction,Solid infill direction,coFloat,Angle for solid infill pattern; which controls the start or main direction of line,Added,
Profile,Strength,Infill,ai_infill,AI infill,coBool,Active the AI infill On the basis of the original sparse filling.,Added,
Profile,Strength,Infill,filter_out_gap_fill,Filter out tiny gaps,coFloat,Filter out gaps smaller than the threshold specified,Unchanged,
Profile,Strength,Infill,gap_fill_target,Apply gap fill,coEnum,Enables gap fill for the selected surfaces. The minimum gap length that will be filled can be controlled from the filter out tiny gaps option below.;;Options:;1. Everywhere: Applies gap fill to top; bottom and internal solid surfaces;2. Top and Bottom surfaces: Applies gap fill to top and bottom surfaces only;3. Nowhere: Disables gap fill;,Unchanged,
Profile,Strength,Infill,infill_anchor,Sparse infill anchor length,coFloatOrPercent,Connect an infill line to an internal perimeter with a short segment of an additional perimeter. If expressed as percentage (example: 15%) it is calculated over infill extrusion width. Creality Print tries to connect two close infill lines to a short perimeter segment. If no such perimeter segment shorter than infill_anchor_max is found; the infill line is connected to a perimeter segment at just one side and the length of the perimeter segment taken is limited to this parameter; but no longer than anchor_length_max. ;Set this parameter to zero to disable anchoring perimeters connected to a single infill line.,Unchanged,
Profile,Strength,Infill,infill_anchor_max,Maximum length of the infill anchor,coFloatOrPercent,Connect an infill line to an internal perimeter with a short segment of an additional perimeter. If expressed as percentage (example: 15%) it is calculated over infill extrusion width. Creality Print tries to connect two close infill lines to a short perimeter segment. If no such perimeter segment shorter than this parameter is found; the infill line is connected to a perimeter segment at just one side and the length of the perimeter segment taken is limited to infill_anchor; but no longer than this parameter. ;If set to 0; the old algorithm for infill connection will be used; it should create the same result as with 1000 & 0.,Unchanged,
Profile,Strength,Infill,infill_wall_overlap,Infill/Wall overlap,coPercent,Infill area is enlarged slightly to overlap with wall for better bonding. The percentage value is relative to line width of sparse infill. Set this value to ~10-15% to minimize potential over extrusion and accumulation of material resulting in rough top surfaces.,Unchanged,
Profile,Strength,Infill,internal_solid_infill_pattern,Internal solid infill pattern,coEnum,Line pattern of internal solid infill. if the detect narrow internal solid infill be enabled; the concentric pattern will be used for the small area.,Unchanged,
Profile,Strength,Infill,sparse_infill_density,Sparse infill density,coPercent,Density of internal sparse infill; 100% turns all sparse infill into solid infill and internal solid infill pattern will be used,Unchanged,
Profile,Strength,Infill,sparse_infill_pattern,Sparse infill pattern,coEnum,Line pattern for internal sparse infill,Unchanged,
Profile,Strength,Top/bottom shells,bottom_shell_layers,Bottom shell layers,coInt,This is the number of solid layers of bottom shell; including the bottom surface layer. When the thickness calculated by this value is thinner than bottom shell thickness; the bottom shell layers will be increased,Unchanged,
Profile,Strength,Top/bottom shells,bottom_shell_thickness,Bottom shell thickness,coFloat,The number of bottom solid layers is increased when slicing if the thickness calculated by bottom shell layers is thinner than this value. This can avoid having too thin shell when layer height is small. 0 means that this setting is disabled and thickness of bottom shell is absolutely determained by bottom shell layers,Unchanged,
Profile,Strength,Top/bottom shells,bottom_surface_pattern,Bottom surface pattern,coEnum,Line pattern of bottom surface infill; not bridge infill,Unchanged,
Profile,Strength,Top/bottom shells,top_bottom_infill_wall_overlap,Top/Bottom solid infill/wall overlap,coPercent,Top solid infill area is enlarged slightly to overlap with wall for better bonding and to minimize the appearance of pinholes where the top infill meets the walls. A value of 25-30% is a good starting point; minimising the appearance of pinholes. The percentage value is relative to line width of sparse infill,Added,
Profile,Strength,Top/bottom shells,top_shell_layers,Top shell layers,coInt,This is the number of solid layers of top shell; including the top surface layer. When the thickness calculated by this value is thinner than top shell thickness; the top shell layers will be increased,Unchanged,
Profile,Strength,Top/bottom shells,top_shell_thickness,Top shell thickness,coFloat,The number of top solid layers is increased when slicing if the thickness calculated by top shell layers is thinner than this value. This can avoid having too thin shell when layer height is small. 0 means that this setting is disabled and thickness of top shell is absolutely determained by top shell layers,Unchanged,
Profile,Strength,Top/bottom shells,top_surface_pattern,Top surface pattern,coEnum,Line pattern of top surface infill,Unchanged,
Profile,Strength,Walls,alternate_extra_wall,Alternate extra wall,coBool,This setting adds an extra wall to every other layer. This way the infill gets wedged vertically between the walls; resulting in stronger prints. ;;When this option is enabled; the ensure vertical shell thickness option needs to be disabled. ;;Using lightning infill together with this option is not recommended as there is limited infill to anchor the extra perimeters to.,Unchanged,
Profile,Strength,Walls,detect_thin_wall,Detect thin wall,coBool,Detect thin wall which can't contain two line width. And use single line to print. Maybe printed not very well; because it's not closed loop,Unchanged,
Profile,Strength,Walls,wall_loops,Wall loops,coInt,Number of walls of every layer,Unchanged,
Profile,Support,Advanced,bridge_no_support,Don't support bridges,coBool,Don't support the whole bridge area which make support very large. Bridge usually can be printing directly without support if not very long,Unchanged,
Profile,Support,Advanced,independent_support_layer_height,Independent support layer height,coBool,Support layer uses layer height independent with object layer. This is to support customizing z-gap and save print time.This option will be invalid when the prime tower is enabled.,Unchanged,
Profile,Support,Advanced,ironing_support_layer,Interface Ironing,coBool,Interface Ironing,Added,
Profile,Support,Advanced,max_bridge_length,Max bridge length,coFloat,Max length of bridges that don't need support. Set it to 0 if you want all bridges to be supported; and set it to a very large value if you don't want any bridges to be supported.,Unchanged,
Profile,Support,Advanced,support_angle,Pattern angle,coFloat,Use this setting to rotate the support pattern on the horizontal plane.,Unchanged,
Profile,Support,Advanced,support_base_pattern,Base pattern,coEnum,Line pattern of support,Unchanged,
Profile,Support,Advanced,support_base_pattern_spacing,Base pattern spacing,coFloat,Spacing between support lines,Unchanged,
Profile,Support,Advanced,support_bottom_interface_spacing,Bottom interface spacing,coFloat,Spacing of bottom interface lines. Zero means solid interface,Unchanged,
Profile,Support,Advanced,support_bottom_z_distance,Bottom Z distance,coFloat,The z gap between the bottom support interface and object,Unchanged,
Profile,Support,Advanced,support_expansion,Normal Support expansion,coFloat,Expand (+) or shrink (-) the horizontal span of normal support,Unchanged,
Profile,Support,Advanced,support_interface_bottom_layers,Bottom interface layers,coInt,Number of bottom interface layers,Unchanged,
Profile,Support,Advanced,support_interface_pattern,Interface pattern,coEnum,Line pattern of support interface. Default pattern for non-soluble support interface is Rectilinear; while default pattern for soluble support interface is Concentric,Unchanged,
Profile,Support,Advanced,support_interface_spacing,Top interface spacing,coFloat,Spacing of interface lines. Zero means solid interface,Unchanged,
Profile,Support,Advanced,support_interface_top_layers,Top interface layers,coInt,Number of top interface layers,Unchanged,
Profile,Support,Advanced,support_object_xy_distance,Support/object xy distance,coFloat,XY separation between an object and its support,Unchanged,
